"Date","Type","Transaction ID","Received Quantity","Received Currency","Received Currency Balance","Received Cost Basis (USD)","Received Wallet","Received Address","Received Tag","Received Comment","Sent Quantity","Sent Currency","Sent Currency Balance","Sent Cost Basis (USD)","Sent Wallet","Sent Address","Sent Tag","Sent Comment","Fee Amount","Fee Currency","Realized Return (USD)","Disabled"
04/25/2021 19:52:10,Trade,,0.00128263,ETH,2.01869741,2.99,Coinbase - ETH Wallet,,,Converted from Ampleforth Governance Token Using FORTH Wallet,0.08291360,FORTH,0.00000000,3.00,Coinbase - FORTH Wallet,,,Converted from Ampleforth Governance Token Using FORTH Wallet,,,-0.01,
04/26/2021 05:09:49,Buy,,0.00367140,ETH,2.02236881,10.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
04/26/2021 15:15:51,Trade,,8.98216200,USDC,8.98216200,10.00,Coinbase - USDC Wallet,,,Converted from Polygon Using MATIC Wallet,20.29838628,MATIC,103.92485292,9.00,Coinbase - MATIC Wallet,,,Converted from Polygon Using MATIC Wallet,0.99000000,USDC,1.00,
04/27/2021 22:52:54,Trade,,24.83643400,USDC,33.81859600,27.00,Coinbase - USDC Wallet,,,Converted from Cardano Using ADA Wallet,20.75486200,ADA,271.36995800,29.42,Coinbase - ADA Wallet,,,Converted from Cardano Using ADA Wallet,1.99000000,USDC,-2.42,
04/27/2021 22:53:57,Trade,,27.82568700,USDC,61.64428300,30.00,Coinbase - USDC Wallet,,,Converted from Cosmos Using ATOM Wallet,1.30463100,ATOM,5.07081500,24.18,Coinbase - ATOM Wallet,,,Converted from Cosmos Using ATOM Wallet,1.99000000,USDC,5.82,
04/27/2021 22:55:00,Trade,,18.43784900,USDC,80.08213200,20.00,Coinbase - USDC Wallet,,,Converted from Polygon Using MATIC Wallet,26.70761835,MATIC,77.21723457,11.77,Coinbase - MATIC Wallet,,,Converted from Polygon Using MATIC Wallet,1.49000000,USDC,8.23,
04/30/2021 04:07:05,Receive,,150.00000000,ONE,442.00000000,22.94,Imported Wallet - Crypto.com Wallet - ONE,,,Buy ONE,,,,,,,,,,,,
04/30/2021 04:09:11,Receive,,120.00000000,VET,,24.25,Imported Wallet - Crypto.com Wallet - VET,,,Buy VET,,,,,,,,,,,,
04/30/2021 13:37:13,Receive,,0.00679600,ATOM,5.07761100,0.16,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
05/02/2021 03:33:32,Receive,,200.00000000,ONE,642.00000000,28.10,Imported Wallet - Crypto.com Wallet - ONE,,,Buy ONE,,,,,,,,,,,,
05/02/2021 13:39:33,Receive,,0.00105000,USDC,80.08318200,0.00,Coinbase - USDC Wallet,,,USD Coin reward From Coinbase,,,,,,,,,,,,
05/02/2021 15:40:34,Receive,,150.00000000,DOGE,150.00000000,57.39,Imported Wallet - Crypto.com Wallet - DOGE,,,Buy DOGE,,,,,,,,,,,,
05/02/2021 19:44:22,Receive,,220.00000000,VET,,47.40,Imported Wallet - Crypto.com Wallet - VET,,,Buy VET,,,,,,,,,,,,
05/03/2021 16:10:14,Trade,,3.33222500,ATOM,8.40983600,76.65,Coinbase - ATOM Wallet,,,Converted to Cosmos Using USDC Wallet,80.08000000,USDC,0.00318200,87.00,Coinbase - USDC Wallet,,,Converted to Cosmos Using USDC Wallet,0.12983100,ATOM,-10.35,
05/05/2021 00:46:17,Receive,,0.08320700,USDC,0.08320700,0.08,Imported Wallet - Crypto.com Wallet - USDC,,,Adjustment (Credit),,,,,,,,,,,,
05/05/2021 00:46:17,Send,,,,,,,,,,0.08320700,USDm,0.00000000,0.09,Imported Wallet - Crypto.com Wallet - USDm,,,Adjustment (Debit),,,,
05/06/2021 19:28:14,Trade,,0.01060425,BTC,0.01863415,600.00,Coinbase - BTC Wallet,,,Converted from Ethereum Using ETH Wallet,0.17499318,ETH,1.84737563,348.95,Coinbase - ETH Wallet,,,Converted from Ethereum Using ETH Wallet,,,251.05,
05/06/2021 23:21:45,Send,,,,,,,,,,0.00888862,BTC,0.00974553,502.93,Coinbase - BTC Wallet,18N6NtyWGg2c4e5sZShgmwciHjLSLn3sQX,,Sent Bitcoin To Bitcoin address,0.00002936,BTC,-1.30,
05/06/2021 23:23:27,Send,,,,,,,,,,0.08709529,ETH,1.76028034,159.17,Coinbase - ETH Wallet,0x2AA359e5C6985cF859895EF9094B653F2E0EB21c,,Sent Ethereum To Ethereum address,0.00142800,ETH,145.81,
05/07/2021 01:27:32,Sell,,985.10,USD,,,Coinbase - Cash (USD),,,Sold Ethereum Using Cash (USD),0.28881404,ETH,1.47146630,527.82,Coinbase - ETH Wallet,,,Sold Ethereum Using Cash (USD),14.90,USD,457.28,
05/07/2021 01:28:40,Send,,,,,,,,,,985.10,USD,,,Coinbase - Cash (USD),,,Withdrew funds To Chase - TOTAL CHECKING *****6925,,,,
05/07/2021 04:05:22,Trade,,5.93143300,USDC,6.01464000,7.17,Imported Wallet - Crypto.com Wallet - USDC,,,DOGE -> USDC,10.50000000,DOGE,139.50000000,4.02,Imported Wallet - Crypto.com Wallet - DOGE,,,DOGE -> USDC,,,3.15,
05/07/2021 04:06:12,Trade,,46.00000000,ONE,688.00000000,5.88,Imported Wallet - Crypto.com Wallet - ONE,,,USDC -> ONE,5.88161400,USDC,0.13302600,7.11,Imported Wallet - Crypto.com Wallet - USDC,,,USDC -> ONE,,,-1.23,
05/07/2021 12:07:44,Receive,,0.00516800,ATOM,8.41500400,0.13,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
05/07/2021 23:40:59,Transfer,,3.00000000,ATOM,3.00000000,,Coinbase Pro - ATOM,,,,3.00000000,ATOM,5.41500400,,Coinbase - ATOM Wallet,,,Transferred Cosmos To Coinbase Pro,,,,
05/07/2021 23:43:39,Transfer,,3.00000000,ATOM,8.41500400,,Coinbase - ATOM Wallet,,,Transferred Cosmos From Coinbase Pro,3.00000000,ATOM,,,Coinbase Pro - ATOM,,,,,,,
05/08/2021 07:20:50,Trade,,95.89930300,USDC,96.03232900,92.01,Imported Wallet - Crypto.com Wallet - USDC,,,DOGE -> USDC,139.50000000,DOGE,0.00000000,53.37,Imported Wallet - Crypto.com Wallet - DOGE,,,DOGE -> USDC,,,38.64,
05/08/2021 07:24:25,Trade,,80.00000000,VET,,18.28,Imported Wallet - Crypto.com Wallet - VET,,,USDC -> VET,18.22905800,USDC,77.80327100,17.51,Imported Wallet - Crypto.com Wallet - USDC,,,USDC -> VET,,,0.78,
05/08/2021 07:25:23,Trade,,150.00000000,ONE,838.00000000,20.02,Imported Wallet - Crypto.com Wallet - ONE,,,USDC -> ONE,19.95865700,USDC,57.84461400,19.15,Imported Wallet - Crypto.com Wallet - USDC,,,USDC -> ONE,,,0.87,
05/08/2021 17:17:56,Trade,,25.74130000,AUDIO,25.74130000,58.02,Imported Wallet - Crypto.com Wallet - AUDIO,,,USDC -> AUDIO,57.84456200,USDC,0.00005200,55.50,Imported Wallet - Crypto.com Wallet - USDC,,,USDC -> AUDIO,,,2.52,
05/08/2021 17:54:56,Receive,,25.00000000,AUDIO,50.74130000,55.93,Imported Wallet - Crypto.com Wallet - AUDIO,,,Buy AUDIO,,,,,,,,,,,,
05/11/2021 04:55:24,Buy,,57.46558917,MATIC,134.68282374,50.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
05/11/2021 04:57:22,Trade,,3.90468900,ATOM,12.31969300,100.07,Coinbase - ATOM Wallet,,,Converted from Decentraland Using MANA Wallet,73.43127842,MANA,48.59865605,74.65,Coinbase - MANA Wallet,,,Converted from Decentraland Using MANA Wallet,,,25.42,
05/11/2021 04:59:02,Trade,,77.56283455,MATIC,212.24565829,64.63,Coinbase - MATIC Wallet,,,Converted to Polygon Using MANA Wallet,48.59865605,MANA,0.00000000,48.22,Coinbase - MANA Wallet,,,Converted to Polygon Using MANA Wallet,,,16.41,
05/14/2021 13:14:48,Receive,,0.00357800,ATOM,12.32327100,0.09,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
05/15/2021 02:49:03,Trade,,166.51782700,USDC,166.52100900,170.00,Coinbase - USDC Wallet,,,Converted from Polygon Using MATIC Wallet,97.50501864,MATIC,114.74063965,83.36,Coinbase - MATIC Wallet,,,Converted from Polygon Using MATIC Wallet,2.99000000,USDC,86.64,
05/15/2021 07:28:53,Buy,,28.39396101,MATIC,143.13460066,50.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
05/18/2021 01:56:48,Buy,,0.00106076,BTC,0.01080629,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
05/18/2021 01:58:38,Buy,,0.01404629,ETH,1.48551259,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
05/18/2021 23:04:10,Trade,,0.01890910,ETH,1.50442169,66.52,Coinbase - ETH Wallet,,,Converted from USD Coin Using USDC Wallet,66.52000000,USDC,100.00100900,67.91,Coinbase - USDC Wallet,,,Converted from USD Coin Using USDC Wallet,0.00089221,ETH,-1.39,
05/18/2021 23:07:16,Trade,,0.00226992,BTC,0.01307621,100.00,Coinbase - BTC Wallet,,,Converted from USD Coin Using USDC Wallet,100.00000000,USDC,0.00100900,102.09,Coinbase - USDC Wallet,,,Converted from USD Coin Using USDC Wallet,0.00007000,BTC,-2.09,
05/19/2021 18:22:59,Buy,,3.06127200,ATOM,15.38454300,50.00,Coinbase - ATOM Wallet,,,Bought Cosmos Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Cosmos Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
05/21/2021 14:32:03,Receive,,0.00521800,ATOM,15.38976100,0.08,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
05/21/2021 17:05:32,Trade,,1.00000000,ETH2,,,Coinbase - ETH2 Wallet,,,Converted to Ethereum 2 Using ETH Wallet,1.00000000,ETH,,,Coinbase - ETH Wallet,,,Converted to Ethereum 2 Using ETH Wallet,,,,
05/25/2021 02:24:22,Buy,,5.27518336,MATIC,148.40978402,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
05/27/2021 00:38:50,Buy,,0.01707619,ETH,1.52149788,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
05/28/2021 18:13:32,Receive,,0.00708800,ATOM,15.39684900,0.09,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
05/30/2021 07:42:36,Receive,,0.51498610,MATIC,148.92477012,1.00,Coinbase - MATIC Wallet,,Payment,Received Polygon From Coinbase Earn,,,,,,,,,,,,
05/30/2021 07:43:03,Receive,,0.51498610,MATIC,149.43975622,1.00,Coinbase - MATIC Wallet,,Payment,Received Polygon From Coinbase Earn,,,,,,,,,,,,
05/30/2021 07:43:21,Receive,,0.51498610,MATIC,149.95474232,1.00,Coinbase - MATIC Wallet,,Payment,Received Polygon From Coinbase Earn,,,,,,,,,,,,
06/01/2021 04:12:19,Buy,,4.74552957,MATIC,154.70027189,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
06/01/2021 07:28:33,Buy,,0.01805394,ETH,1.53955182,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
06/01/2021 07:48:27,Buy,,0.00129789,BTC,0.01437410,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
06/02/2021 18:05:47,Receive,,0.00350800,USDC,0.00451700,0.00,Coinbase - USDC Wallet,,,USD Coin reward From Coinbase,,,,,,,,,,,,
06/04/2021 11:58:47,Receive,,0.01216300,ATOM,15.40901200,0.18,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
06/06/2021 14:28:37,Receive,,150.00000000,ONE,988.00000000,14.48,Imported Wallet - Crypto.com Wallet - ONE,,,Buy ONE,,,,,,,,,,,,
06/08/2021 03:44:56,Buy,,13.08369002,MATIC,167.78396191,20.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,20.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,1.49,USD,,
06/08/2021 03:49:52,Buy,,6.30314103,MATIC,174.08710294,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
06/11/2021 13:28:21,Receive,,0.01408300,ATOM,15.42309500,0.18,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
06/13/2021 04:04:32,Receive,,17.62114537,AMP,17.62114537,1.00,Coinbase - AMP Wallet,,Payment,Received Amp From Coinbase Earn,,,,,,,,,,,,
06/13/2021 04:05:04,Receive,,17.62114537,AMP,35.24229074,1.00,Coinbase - AMP Wallet,,Payment,Received Amp From Coinbase Earn,,,,,,,,,,,,
06/13/2021 04:05:27,Receive,,17.62114537,AMP,52.86343611,1.00,Coinbase - AMP Wallet,,Payment,Received Amp From Coinbase Earn,,,,,,,,,,,,
06/13/2021 04:08:16,Trade,,2.13624905,MATIC,176.22335199,2.99,Coinbase - MATIC Wallet,,,Converted from Amp Using AMP Wallet,52.86343611,AMP,0.00000000,3.00,Coinbase - AMP Wallet,,,Converted from Amp Using AMP Wallet,,,-0.01,
06/15/2021 04:04:19,Buy,,5.61080878,MATIC,181.83416077,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
06/15/2021 05:07:01,Receive,,100.00000000,VET,,11.16,Imported Wallet - Crypto.com Wallet - VET,,,Buy VET,,,,,,,,,,,,
06/15/2021 08:09:49,Buy,,0.01825659,ETH,1.55780841,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
06/15/2021 08:16:17,Buy,,0.00118507,BTC,0.01555917,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
06/16/2021 03:43:37,Trade,0xf0dae1d3c7d2422a1262362d6b6b745316206ef259fe59eb59fe44ca6553ce0f,28.34060291,HEX,28.34060291,2.38,ETH Wallet ...b622cF - ETH,0x7A178467296f9723f8F245d87F07851163b622cF,,,0.00100000,ETH,0.03599333,3.56,ETH Wallet ...b622cF - ETH,0x7A178467296f9723f8F245d87F07851163b622cF,,,0.00172876,ETH,-1.18,
06/18/2021 12:10:08,Receive,,0.01649600,ATOM,15.43959100,0.21,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
06/22/2021 04:22:35,Buy,,7.47437714,MATIC,189.30853791,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
06/25/2021 13:34:35,Receive,,0.01272900,ATOM,15.45232000,0.12,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
06/26/2021 02:32:05,Receive,,0.03309067,BOND,0.03309067,1.00,Coinbase - BOND Wallet,,Payment,Received BarnBridge From Coinbase Earn,,,,,,,,,,,,
06/26/2021 02:33:00,Receive,,0.03309067,BOND,0.06618134,1.00,Coinbase - BOND Wallet,,Payment,Received BarnBridge From Coinbase Earn,,,,,,,,,,,,
06/26/2021 02:33:39,Receive,,0.03309067,BOND,0.09927201,1.00,Coinbase - BOND Wallet,,Payment,Received BarnBridge From Coinbase Earn,,,,,,,,,,,,
06/26/2021 02:36:29,Trade,,2.76741419,MATIC,192.07595210,3.01,Coinbase - MATIC Wallet,,,Converted from BarnBridge Using BOND Wallet,0.09927201,BOND,0.00000000,3.00,Coinbase - BOND Wallet,,,Converted from BarnBridge Using BOND Wallet,,,0.01,
06/29/2021 03:54:30,Buy,,7.95635977,MATIC,200.03231187,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
07/01/2021 08:03:33,Buy,,0.00143231,BTC,0.01699148,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
07/01/2021 08:12:48,Buy,,0.02237282,ETH,1.58018123,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
07/02/2021 11:38:58,Receive,,0.00843500,ATOM,15.46075500,0.09,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
07/06/2021 07:11:28,Buy,,7.82585936,MATIC,207.85817123,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
07/06/2021 08:06:35,Receive,,0.04591194,ETH,1.62609317,107.27,Coinbase - ETH Wallet,,,Received Ethereum From Ethereum address,,,,,,,,,,,,
07/09/2021 05:25:23,Buy,,6.66803600,ADA,278.03799400,10.00,Coinbase - ADA Wallet,,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
07/09/2021 13:44:37,Trade,,1314.87763400,USDC,1314.88215100,1314.88,Coinbase - USDC Wallet,,,Converted to USD Coin Using ETH Wallet,0.62609317,ETH,1.00000000,1279.77,Coinbase - ETH Wallet,,,Converted to USD Coin Using ETH Wallet,19.59167700,USDC,35.11,
07/09/2021 18:54:54,Receive,,0.00718700,ATOM,15.46794200,0.09,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
07/12/2021 20:39:00,Trade,,0.63767965,ETH,1.63767965,1314.88,Coinbase - ETH Wallet,,,Converted from USD Coin Using USDC Wallet,1314.88000000,USDC,0.00215100,1314.88,Coinbase - USDC Wallet,,,Converted from USD Coin Using USDC Wallet,0.00950144,ETH,-0.00,
07/13/2021 06:27:19,Buy,,9.19622719,MATIC,217.05439842,10.00,Coinbase - MATIC Wallet,,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Polygon Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
07/15/2021 11:40:57,Buy,,0.00149724,BTC,0.01848872,50.00,Coinbase - BTC Wallet,,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Bitcoin Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
07/15/2021 11:52:32,Buy,,0.02491901,ETH,1.66259866,50.00,Coinbase - ETH Wallet,,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,50.00,USD,,,Coinbase - Cash (USD),,,Bought Ethereum Using Chase - TOTAL CHECKING *****6925,1.99,USD,,
07/16/2021 11:52:01,Receive,,0.01254400,ATOM,15.48048600,0.14,Coinbase - ATOM Wallet,,Staked,Cosmos reward From Coinbase,,,,,,,,,,,,
07/16/2021 12:15:55,Buy,,7.61137000,ADA,285.64936400,10.00,Coinbase - ADA Wallet,,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,10.00,USD,,,Coinbase - Cash (USD),,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,0.99,USD,,
07/16/2021 17:55:13,Buy,,15.15877400,ADA,300.80813800,20.00,Coinbase - ADA Wallet,,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,20.00,USD,,,Coinbase - Cash (USD),,,Bought Cardano Using Chase - TOTAL CHECKING *****6925,1.49,USD,,
07/16/2021 18:04:08,Receive,,200.00000000,VET,,13.07,Imported Wallet - Crypto.com Wallet - VET,,,Buy VET,,,,,,,,,,,,
07/18/2021 16:52:09,Transfer,64e50abb6d7c6f16eeab3ce0ce4befcb08937ae5a58a424ed872a3ae240830be,0.26355392,ETH,0.29954725,,ETH Wallet ...b622cF - ETH,0x7A178467296f9723f8F245d87F07851163b622cF,,,0.26433092,ETH,1.39826774,,Coinbase - ETH Wallet,0x7A178467296f9723f8F245d87F07851163b622cF,,Sent Ethereum To Ethereum address,0.00077700,ETH,,
07/18/2021 17:01:22,Trade,0xaead3d6c7236ce5fa3304b59e173315d430d1ddefd7d17cc201f7f87b23b68ad,996.43924303,HEX,1024.77984594,151.75,ETH Wallet ...b622cF - ETH,0x7A178467296f9723f8F245d87F07851163b622cF,,,0.08000000,ETH,0.21954725,164.96,ETH Wallet ...b622cF - ETH,0x7A178467296f9723f8F245d87F07851163b622cF,,,0.00305382,ETH,-13.21,
07/18/2021 17:01:22,Send,351ce1b4edd4e233153df57b39660361b5b5d3a5c3eefdc2e3d06fb5c3df90d7,,,,,,,,,0.05270000,ETH,0.16684725,108.67,ETH Wallet ...b622cF - ETH,0x7A178467296f9723f8F245d87F07851163b622cF,,,0.00052500,ETH,-8.70,
07/18/2021 17:14:04,Send,0xdefad48595c5cc4f014acbf4a8ce7b7b32e43432b86f734deee21b3de8e769e0,,,,,,,,,1000.00000000,HEX,24.77984594,152.05,ETH Wallet ...b622cF - ETH,0x7A178467296f9723f8F245d87F07851163b622cF,,,0.00226745,ETH,-3.91,
07/18/2021 17:23:18,Trade,0xb97d405f1749bb586cb56338ad60c4d1d99633169a51b6a7a773fed673958813,656.47605762,HEX,681.25590356,100.35,ETH Wallet ...b622cF - ETH,0x7A178467296f9723f8F245d87F07851163b622cF,,,0.05290000,ETH,0.11394725,109.08,ETH Wallet ...b622cF - ETH,0x7A178467296f9723f8F245d87F07851163b622cF,,,0.00327205,ETH,-8.73,
